id,emotion
0x42a94c,surprise
0xbc5e67,surprise
0xdb5812,surprise
0x0e9e68,surprise
0xf085f1,surprise
0xfea382,surprise
0x08b54e,surprise
0x229fa3,surprise
0x9ea2d6,surprise
0x68de98,surprise
0x7f1f9c,surprise
0x749df8,surprise
0x74ba6d,surprise
0x1b6996,surprise
0x145a94,surprise
0x70b43d,surprise
0xa09cbc,surprise
0x909699,surprise
0x2afcc3,surprise
0xcb95e2,surprise
0x614051,surprise
0xc9b60d,surprise
0x9a12d7,surprise
0x9d1903,surprise
0x04da7a,surprise
0xe58e10,surprise
0xd83039,surprise
0x2d937a,surprise
0xf945be,surprise
0xb579c9,surprise
0x77076a,surprise
0x4f8203,surprise
0xbdb647,surprise
0xab056a,surprise
0x08fd69,surprise
0xe123df,surprise
0xc9dc1f,surprise
0x74b76b,surprise
0xbacafd,surprise
0x35cd4f,surprise
0x4a677c,surprise
0x6e4e86,surprise
0xe7ee63,surprise
0xa5b233,surprise
0x665425,surprise
0xd7be31,surprise
0xfd7eaa,surprise
0xdfcde0,surprise
0x1c0431,surprise
0x3f46fd,surprise
0xdb9b7c,surprise
0x9b3d20,surprise
0xf5552f,surprise
0x35e906,surprise
0x0dabd7,surprise
0x7e03ec,surprise
0x5aec19,surprise
0xd460d5,surprise
0xc24178,surprise
0xe6dfc6,surprise
0x32434a,surprise
0xef539e,surprise
0x5bd846,surprise
0x67c1f4,surprise
0x4aa375,surprise
0xa0c382,surprise
0xde7bbc,surprise
0x2dfb0b,surprise
0x19162c,surprise
0x3451e7,surprise
0x449e0b,surprise
0x0e14d4,surprise
0x97dce0,surprise
0xaa7fd6,surprise
0x7ad9aa,surprise
0xaceaae,surprise
0xe7c0a3,surprise
0x7a859e,surprise
0x353501,surprise
0x2b740e,surprise
0xec076f,surprise
0x8a59af,surprise
0x5a2a6c,surprise
0xcb4151,surprise
0x229bac,surprise
0xa45684,surprise
0x2bee9b,surprise
0x33114d,surprise
0x06a3f9,surprise
0xab311d,surprise
0x9bf7af,surprise
0x7c3e3c,surprise
0x28be46,surprise
0xdb31d4,surprise
0xa39bd8,surprise
0x1023b4,surprise
0x2543a2,surprise
0xfea9f0,surprise
0x9e2d27,surprise
0x4a578b,surprise
0xd12312,surprise
0xda68ce,surprise
0xf05e55,surprise
0xe6c917,surprise
0x706d7f,surprise
0x2811fa,surprise
0x42eca2,surprise
0xc4e04a,surprise
0xe07a21,surprise
0xcedc6d,surprise
0x3aa168,surprise
0xec8013,surprise
0x58f122,surprise
0x914ccf,surprise
0xca338c,surprise
0xec9a2a,surprise
0x470623,surprise
0xa7bf44,surprise
0x78b167,surprise
0x9a7730,surprise
0x6e1522,surprise
0x1c54eb,surprise
0xe8cb46,surprise
0x160234,surprise
0xe8f7ee,surprise
0xc84709,surprise
0xba5d90,surprise
0xadf597,surprise
0x9b7e3a,surprise
0x0ffbd4,surprise
0x989e75,surprise
0xa546b0,surprise
0x92da44,surprise
0x5b0216,surprise
0x229500,surprise
0x9c8ec5,surprise
0x375a53,surprise
0x9af7e6,surprise
0x0df208,surprise
0x6b1c22,surprise
0x32b66e,surprise
0xf47ea0,surprise
0xb0c983,surprise
0x9f1f8c,surprise
0xa4c14f,surprise
0xd79bd9,surprise
0x949180,surprise
0x9bf04e,surprise
0x349320,surprise
0xf9dd80,surprise
0xa1514f,surprise
0xf51c67,surprise
0x99b566,surprise
0x735b5d,surprise
0x67a68c,surprise
0x529ddf,surprise
0x04940d,surprise
0x4de353,surprise
0x68cc9f,surprise
0x55f0bd,surprise
0xa2c223,surprise
0x2916f0,surprise
0xa29729,surprise
0x766f17,surprise
0x0465f3,surprise
0x4b40d6,surprise
0xc41381,surprise
0x5c0d91,surprise
0x987a9a,surprise
0x4af348,surprise
0x2a21d0,surprise
0xc55f5a,surprise
0x059c31,surprise
0xf9702c,surprise
0x9859c8,surprise
0x3a8659,surprise
0xb70a7a,surprise
0xc8b71d,surprise
0xb8c8df,surprise
0xc053ef,surprise
0x6b1e5f,surprise
0x0d47a0,surprise
0x47f29a,surprise
0x95d1df,surprise
0xf02f44,surprise
0xcb0b92,surprise
0xa07a93,surprise
0x8bb775,surprise
0xa760ac,surprise
0x02c00c,surprise
0x3aa7cc,surprise
0x94b57f,surprise
0x0d1ef2,surprise
0xfe210d,surprise
0x3de821,surprise
0x915874,surprise
0x8e0cb2,surprise
0xa32ae6,surprise
0x500391,surprise
0xa2dd7c,surprise
0x5a4b57,surprise
0x3023cb,surprise
0xed14f0,surprise
0xc919b0,surprise
0xe59d9f,surprise
0xdfa2ed,surprise
0xb77e33,surprise
0xe9cdf5,surprise
0xcb6c46,surprise
0xde5063,surprise
0xd95738,surprise
0x91e185,surprise
0xbff326,surprise
0xadfff9,surprise
0xb6c263,surprise
0xf714f5,surprise
0x37d871,surprise
0xf7da3c,surprise
0x76830d,surprise
0x301c70,surprise
0x5e1759,surprise
0x4f31ad,surprise
0x8c6783,surprise
0xd34822,surprise
0xdb8bb7,surprise
0x784601,surprise
0x090773,surprise
0x8563ba,surprise
0x45ae61,surprise
0xd1936a,surprise
0x0e1cd3,surprise
0x02f31a,surprise
0xcc5296,surprise
0x43f1d2,surprise
0xe811aa,surprise
0x1798fe,surprise
0x1b381d,surprise
0x020485,surprise
0xdf56a7,surprise
0xa44857,surprise
0x81d2ad,surprise
0x9d466d,surprise
0x069876,surprise
0x23d523,surprise
0xca7a0b,surprise
0x2e8cd9,surprise
0x4d3d0a,surprise
0x8750e6,surprise
0x83e0e1,surprise
0x560b23,surprise
0x22dd43,surprise
0x949ab7,surprise
0xe0da55,surprise
0xc7fab1,surprise
0xd506b1,surprise
0x1e9337,surprise
0xc053d6,surprise
0x4bb081,surprise
0x1e5284,surprise
0x659d0f,surprise
0xedef18,surprise
0x5c1960,surprise
0xa70245,surprise
0x3163a8,surprise
0x883240,surprise
0x1a5f5f,surprise
0xdb7705,surprise
0xcd3dd8,surprise
0xbde0ea,surprise
0xe635d8,surprise
0x6aa43e,surprise
0xfc75aa,surprise
0xa6781f,surprise
0xbdc1ce,surprise
0x4c59e7,surprise
0xda36cf,surprise
0xd7995d,surprise
0x7349cb,surprise
0x42cd24,surprise
0x4bcb4d,surprise
0x153228,surprise
0xbf8b1e,surprise
0x735dc8,surprise
0xcefa69,surprise
0xc82730,surprise
0x4832c1,surprise
0x76fa9a,surprise
0x571bbf,surprise
0x7c09f4,surprise
0x8fd276,surprise
0x2bc5e7,surprise
0x7079a1,surprise
0x01bb8c,surprise
0xe9dceb,surprise
0x530f6d,surprise
0xf2d5f2,surprise
0xc7b323,surprise
0xdd8a9f,surprise
0xada2e2,surprise
0xc3c36c,surprise
0xee0f31,surprise
0x42dd55,surprise
0xa1eba3,surprise
0x3da9db,surprise
0x229680,surprise
0xbdd5cb,surprise
0x4c693f,surprise
0xb44c2d,surprise
0x6decfd,surprise
0x92b87b,surprise
0x57276a,surprise
0xdcbe63,surprise
0x392bbb,surprise
0xf70ab2,surprise
0xe0cf60,surprise
0xb98a51,surprise
0x5488aa,surprise
0x1444eb,surprise
0x1b024c,surprise
0xf2bc2b,surprise
0x57b3c1,surprise
0x313062,surprise
0xcb1d40,surprise
0xfa6922,surprise
0xfa98ea,surprise
0xba7807,surprise
0xcba48a,surprise
0xcec679,surprise
0x3d57b3,surprise
0x335bc3,surprise
0x0593c1,surprise
0xd037fa,surprise
0x5308e6,surprise
0x43f5bd,surprise
0x56a8d5,surprise
0x04b61a,surprise
0xcdeb76,surprise
0xd64e8e,surprise
0xb5b434,surprise
0xbf34fa,surprise
0x3908f7,surprise
0x631173,surprise
0x2e90bc,surprise
0x159b27,surprise
0xd760dd,surprise
0xe398a7,surprise
0x8c2fe4,surprise
0x50dea6,surprise
0x62d80a,surprise
0xec6c17,surprise
0x66fe47,surprise
0x88eba0,surprise
0x19c6c5,surprise
0x297ff1,surprise
0xe16b5a,surprise
0x604390,surprise
0x06e9ab,surprise
0xd239e0,surprise
0x69338f,surprise
0x9f414d,surprise
0x137c93,surprise
0x466653,surprise
0x2d18e9,surprise
0x53a261,surprise
0xaa48f7,surprise
0x5dbb06,surprise
0xcbc818,surprise
0x38514a,surprise
0x4b980a,surprise
0x3a1228,surprise
0xe7bd68,surprise
0x15b5cf,surprise
0x2bbc5d,surprise
0xeb9512,surprise
0xe880b6,surprise
0x6b09b0,surprise
0x58be8d,surprise
0x1b39fa,surprise
0x63c22d,surprise
0xda7a7a,surprise
0xf74f4a,surprise
0xc7c6e9,surprise
0x17bb50,surprise
0x4c2346,surprise
0x8a574d,surprise
0x51bb1e,surprise
0x901ec3,surprise
0x85f2d9,surprise
0x73749c,surprise
0xf9fd86,surprise
0xde878f,surprise
0x36b6c1,surprise
0x32ab65,surprise
0x989ea0,surprise
0x3ada6d,surprise
0xf5b8dd,surprise
0x7e43f3,surprise
0x216f74,surprise
0xbd407e,surprise
0x3b46ef,surprise
0x6ea7cc,surprise
0x32e49b,surprise
0x11dd3f,surprise
0x428a5f,surprise
0xa7058b,surprise
0x652700,surprise
0x1bb293,surprise
0x0c560d,surprise
0xf87e38,surprise
0x6d8cf2,surprise
0x27e351,surprise
0x782b16,surprise
0x67db92,surprise
0x0d797a,surprise
0xe6b393,surprise
0x952eec,surprise
0x0df9ff,surprise
